segment,date,period,number_of_stores,numeric_distribution_pct,pdo_kgs,pdo_rs,purchase_weight_tonnes,sales_units_000,sales_value_lakhs,stock_weight_tonnes,str_days,volume_tonnes,number_of_stores_outlier_flag,numeric_distribution_pct_outlier_flag,pdo_kgs_outlier_flag,pdo_rs_outlier_flag,purchase_weight_tonnes_outlier_flag,sales_units_000_outlier_flag,sales_value_lakhs_outlier_flag,stock_weight_tonnes_outlier_flag,str_days_outlier_flag,volume_tonnes_outlier_flag
 Madhya Pradesh Erstwhile - Rural,2018-08-01,AUG18,113122.0,100.0,1.085491717,434.640657061,138.333201392,9579.55500304,491.67420408,82.16819013,20.074807389,122.792994034,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2018-09-01,SEP18,118115.0,100.0,1.108719703,442.135783594,132.563877955,9747.88403072,522.228680792,80.231134826,18.379655643,130.956427667,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2018-10-01,OCT18,119831.0,100.0,1.062141455,427.356546913,112.516099973,9517.70699098,512.105623731,66.588073338,15.695174945,127.277472671,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2018-11-01,NOV18,120356.0,100.0,1.019833536,420.555081727,131.342962106,9234.42082779,506.163274164,73.089243611,17.863957937,122.743085048,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2018-12-01,DEC18,124134.0,100.0,1.058428703,411.123146002,158.505928562,10163.10506701,510.343606058,99.332269496,22.680846232,131.386988579,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-01-01,JAN19,134705.0,100.0,1.179828167,456.289041063,166.423745909,12155.03326418,614.644152764,102.112452605,19.275137537,158.928753283,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-02-01,FEB19,135650.0,100.0,1.14064418,451.00387389,175.774213556,11622.05807952,611.786754932,121.987352255,23.651902106,154.728383,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-03-01,MAR19,137637.0,100.0,1.216537648,489.329677815,163.705348306,12680.73599782,673.498688655,115.058011779,20.614716574,167.440592304,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-04-01,APR19,135733.0,100.0,1.152622223,445.526792737,153.867885835,11736.431829,604.726881586,105.859423893,20.299172965,156.44887219,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-05-01,MAY19,130862.0,100.0,1.045237128,421.67716507,120.616237077,10319.79886401,551.815171754,83.252775467,18.259614069,136.781821049,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-06-01,JUN19,123519.0,100.0,0.952581597,377.110518226,131.418252639,8974.70793898,465.803141008,93.876732561,23.935541993,117.661926254,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-07-01,JUL19,125183.0,100.0,1.006548088,383.472978211,142.597715042,9459.37585559,480.042978314,91.631736187,21.816610939,126.002709279,0,0,0,0,0,0,0,0,0,0
 Madhya Pradesh Erstwhile - Rural,2019-08-01,AUG19,129562.0,100.0,1.180875521,518.22319693,192.442630424,11365.5326211,671.420338407,126.139488338,24.733783572,152.99659428,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-06-01,JUN17,83873.0,100.0,2.090284218,1225.763698987,165.417890158,10696.20402946,1028.084787252,92.146262456,15.767812983,175.31840824,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-07-01,JUL17,80221.0,100.0,2.072274323,1220.018003856,163.273486251,10036.61929048,978.710642873,89.551208122,16.160596492,166.239918493,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-08-01,AUG17,81753.0,100.0,2.024880992,1195.62297104,162.091428663,10036.65055884,977.457647514,84.061646122,15.234069862,165.540095757,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-09-01,SEP17,83344.0,100.0,1.965496043,1134.958305078,184.23676617,10167.80373645,945.919649784,103.417184509,18.939453836,163.812302203,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-10-01,OCT17,84698.0,100.0,2.188162164,1258.90850536,210.815714279,11276.28541825,1066.270325869,125.358714649,20.291919257,185.332958986,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-11-01,NOV17,84621.0,100.0,2.335136024,1369.038932111,204.894329128,12073.41299691,1158.494434742,123.539582982,18.755862864,197.601545519,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2017-12-01,DEC17,84643.0,100.0,2.293593819,1325.328997505,209.720117947,12032.40183856,1121.798223358,136.018267284,21.018946055,194.136661646,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-01-01,JAN18,88108.0,100.0,2.441384378,1436.163657403,227.978919106,13343.33097662,1265.375075264,144.780129864,20.191970924,215.105494763,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-02-01,FEB18,92060.0,100.0,2.325317102,1361.904780468,223.271431465,12980.22227854,1253.769540899,144.211023622,20.210011375,214.068692415,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-03-01,MAR18,94997.0,100.0,2.354916081,1345.287760743,253.58910488,13496.18199829,1277.983014073,163.781662563,21.963482596,223.709962906,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-04-01,APR18,94450.0,100.0,2.53590434,1397.917336224,254.583331624,14400.35768956,1320.332924064,170.45770799,21.350255175,239.516164929,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-05-01,MAY18,95118.0,100.0,2.652867636,1469.549524017,253.644883597,14723.06877354,1397.806116254,163.218519696,19.404944183,252.33546382,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-06-01,JUN18,96228.0,100.0,2.578622194,1468.723597359,253.951219303,14352.48698652,1413.323343267,155.178204748,18.761294559,248.135656508,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-07-01,JUL18,96232.0,100.0,2.592864442,1470.975298386,263.326234735,14351.2238258,1415.548949143,157.329440725,18.916114311,249.516530938,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-08-01,AUG18,97832.0,100.0,2.488124724,1393.570299475,252.050582812,14314.83758516,1363.357695383,154.457138639,19.03602038,243.418218023,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-09-01,SEP18,97555.0,100.0,2.642398052,1510.822367527,268.814351201,14597.32923244,1473.882760641,162.877104735,18.955424806,257.779141958,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-10-01,OCT18,97903.0,100.0,2.700620732,1539.799140184,281.720684738,15140.00871447,1507.509552215,169.103917969,19.187364565,264.398871552,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-11-01,NOV18,97788.0,100.0,2.672231148,1506.554557524,295.164890031,14885.22265492,1473.229570712,188.613515945,21.653817879,261.312139497,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2018-12-01,DEC18,97699.0,100.0,2.816300642,1562.467740099,314.355096606,15591.26808723,1526.515357399,199.713968882,21.77512037,275.149756454,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-01-01,JAN19,100071.0,100.0,2.934914143,1666.552429784,300.279308166,16315.91020526,1667.735682009,189.91199008,19.398582617,293.699793164,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-02-01,FEB19,101314.0,100.0,2.817382656,1572.192842359,315.510173691,15608.60396533,1592.851456308,207.261069325,21.783300888,285.440306389,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-03-01,MAR19,101303.0,100.0,3.026136379,1664.727810397,327.756312518,16899.71406876,1686.419213767,210.838753785,20.632929393,306.556693583,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-04-01,APR19,99043.0,100.0,3.132896212,1743.77876525,317.801993405,17161.93037626,1727.090802466,199.524619623,19.29069844,310.291439548,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-05-01,MAY19,93106.0,100.0,2.771138307,1506.367321332,267.394927624,14244.2073318,1402.5183582,191.022751801,22.211121147,258.009603209,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-06-01,JUN19,91877.0,100.0,2.615863438,1490.757928958,227.853940782,13046.08613173,1369.663662389,161.293533804,20.133363657,240.337685081,0,0,0,0,0,0,0,0,0,0
 Punjab Erstwhile Rural,2019-07-01,JUL19,89884.0,100.0,2.295628563,1277.424532402,217.472271896,11552.29275322,1148.200266705,168.292806622,24.468243688,206.340277748,0,0,0,0,0,0,0,0,0,0
