segment,date,period,number_of_stores,numeric_distribution_pct,pdo_kgs,pdo_rs,purchase_weight_tonnes,sales_units_000,sales_value_lakhs,stock_weight_tonnes,str_days,volume_tonnes,number_of_stores_outlier_flag,numeric_distribution_pct_outlier_flag,pdo_kgs_outlier_flag,pdo_rs_outlier_flag,purchase_weight_tonnes_outlier_flag,sales_units_000_outlier_flag,sales_value_lakhs_outlier_flag,stock_weight_tonnes_outlier_flag,str_days_outlier_flag,volume_tonnes_outlier_flag
East Zone - Rural,2018-07-01,JUL18,487655.0,100.0,1.176851288,650.726256904,569.712495173,45052.45569888,3173.299128104,402.111074099,21.020014921,573.897414844,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2018-08-01,AUG18,486521.0,100.0,1.245906343,697.487236741,641.437363539,47251.58910574,3393.421879067,434.183791396,21.488587735,606.159599799,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2018-09-01,SEP18,487169.0,100.0,1.255841776,715.649263718,633.925015111,45894.88271325,3486.421361563,448.431015428,21.988840357,611.807182377,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2018-10-01,OCT18,504895.0,100.0,1.189600187,665.598078556,625.568056222,44906.3890475,3360.571418723,478.689976733,23.909665206,600.623186403,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2018-11-01,NOV18,517280.0,100.0,1.151379549,636.85184153,636.525593372,44742.30493409,3294.307205868,505.2692207,25.450709824,595.585613361,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2018-12-01,DEC18,531459.0,100.0,1.209040357,660.323888479,677.567191812,48358.40505971,3509.350734472,524.841159535,24.50408991,642.555379285,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-01-01,JAN19,536126.0,100.0,1.267150115,697.544333407,767.134072356,50064.28863593,3739.716532924,607.896203871,26.844526581,679.352122718,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-02-01,FEB19,544205.0,100.0,1.319528934,735.551183542,785.831686562,50274.77202664,4002.906318397,647.162741327,27.036677172,718.094243458,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-03-01,MAR19,549861.25,100.0,1.418343895,788.058998248,757.745258577,56424.02572856,4424.872469263,598.555539574,22.54769438,796.385913546,1,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-04-01,APR19,549861.25,100.0,1.357899484,743.309928832,714.971343534,53555.56461188,4101.591620395,549.064546581,21.983384215,749.290292909,1,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-05-01,MAY19,549413.0,100.0,1.302398483,711.969279114,654.737295215,51179.55509817,3911.651775458,472.181750833,19.796464702,715.554657757,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-06-01,JUN19,539095.0,100.0,1.198594829,663.727005765,607.035626686,45932.35601916,3578.119101727,427.164894318,19.832574991,646.156479202,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-07-01,JUL19,512958.0,100.0,1.224765393,698.128245861,699.054610912,44207.60193827,3581.104687401,490.620427794,23.427835603,628.253206278,0,0,0,0,0,0,0,0,0,0
East Zone - Rural,2019-08-01,AUG19,528748.0,100.0,1.297388208,750.387928427,677.684398747,46501.23276346,3967.6611638,482.397035333,21.096344112,685.991420264,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-06-01,JUN17,377885.0,100.0,3.667963393,2726.990484546,1354.606542849,77665.89252754,10304.887992527,1003.704320164,21.724130467,1386.068346952,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-07-01,JUL17,375750.0,100.0,3.653092554,2738.173320352,1405.565718947,76833.15068477,10288.686251223,1021.716939458,22.330177932,1372.649527342,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-08-01,AUG17,377380.0,100.0,3.973828166,3027.047046554,1615.643032163,80411.18928952,11423.470144286,1108.26606297,22.170593823,1499.643273188,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-09-01,SEP17,377224.0,100.0,3.940117096,3016.843681756,1622.282634634,81477.23030078,11380.258410066,1221.704827462,24.659206645,1486.306731252,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-10-01,OCT17,381564.0,100.0,4.252028669,3324.190440923,1731.899961918,86929.99240624,12683.914014004,1222.729133733,22.609342762,1622.421067178,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-11-01,NOV17,383887.0,100.0,4.073943336,3144.051582827,1613.509648832,86742.78707085,12069.605299766,1222.451383746,23.449547228,1563.933885615,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2017-12-01,DEC17,385249.0,100.0,4.108659676,3186.104569621,1691.959224365,87099.95589626,12274.435993417,1260.316117999,23.886859515,1582.857031365,0,0,0,0,0,0,0,0,0,0
East Zone - Urban,2018-01-01,JAN18,386616.0,100.0,4.361354358,3336.865856398,1808.122337149,93715.75580948,12900.85729937,1260.5506625255002,23.656046984,1686.169376543,0,0,0,0,0,0,0,1,0,0
East Zone - Urban,2018-02-01,FEB18,389010.0,100.0,4.187420023,3187.751078291,1784.799467499,87568.07284299,12400.670469659,1260.5506625255002,25.334976584,1628.948263017,0,0,0,0,0,0,0,1,0,0
